date,Month,Districts,10day_avg,30day_avg
07/01/2021,July,Badulla,25.0738,80.6911
07/11/2021,July,Badulla,28.6926,80.2319
7/21/2021,July,Badulla,28.2975,82.0638
08/01/2021,August,Badulla,22.5592,79.5493
08/11/2021,August,Badulla,30.8684,81.7252
8/21/2021,August,Badulla,35.6514,89.0791
09/01/2021,September,Badulla,46.1794,112.6993
09/11/2021,September,Badulla,45.2649,127.0957
9/21/2021,September,Badulla,64.695,156.1394
10/01/2021,Octomber,Badulla,64.2613,174.2213
10/11/2021,Octomber,Badulla,87.6986,216.655
10/21/2021,Octomber,Badulla,108.3461,260.306
11/01/2021,November,Badulla,113.4309,309.4755
11/11/2021,November,Badulla,113.1784,334.9553
11/21/2021,November,Badulla,119.1021,345.7113
12/01/2021,December,Badulla,94.7245,327.005
12/11/2021,December,Badulla,105.9812,319.8078
12/21/2021,December,Badulla,88.4511,289.1567
01/01/2022,January,Badulla,76.4738,270.906
01/11/2022,January,Badulla,69.0046,233.9294
1/21/2022,January,Badulla,62.3408,207.8191
02/01/2022,February,Badulla,45.6287,176.9741
02/11/2022,February,Badulla,34.0053,141.9748
2/21/2022,February,Badulla,29.9926,109.6266
03/01/2022,March,Badulla,33.1745,97.1723
03/11/2022,March,Badulla,38.8479,102.0149
3/21/2022,March,Badulla,47.4259,119.4482
04/01/2022,April,Badulla,55.2883,141.5621
04/11/2022,April,Badulla,59.544,162.2582
4/21/2022,April,Badulla,57.3113,172.1436
05/01/2022,May,Badulla,58.6223,175.4777
05/11/2022,May,Badulla,50.2628,166.1965
5/21/2022,May,Badulla,45.9014,154.7865
06/01/2022,June,Badulla,32.844,129.0082
06/11/2022,June,Badulla,29.1518,107.8972
6/21/2022,June,Badulla,26.4656,88.4613
07/01/2022,July,Badulla,25.0738,80.6911
07/11/2022,July,Badulla,28.6926,80.2319
7/21/2022,July,Badulla,28.2975,82.0638
08/01/2022,August,Badulla,22.5592,79.5493
08/11/2022,August,Badulla,30.8684,81.7252
8/21/2022,August,Badulla,35.6514,89.0791
09/01/2022,September,Badulla,46.1794,112.6993
09/11/2022,September,Badulla,45.2649,127.0957
9/21/2022,September,Badulla,64.695,156.1394
10/01/2022,Octomber,Badulla,64.2613,174.2213
10/11/2022,Octomber,Badulla,87.6986,216.655
10/21/2022,Octomber,Badulla,108.3461,260.306
11/01/2022,November,Badulla,113.4309,309.4755
11/11/2022,November,Badulla,113.1784,334.9553
11/21/2022,November,Badulla,119.1021,345.7113
12/01/2022,December,Badulla,94.7245,327.005
12/11/2022,December,Badulla,105.9812,319.8078
12/21/2022,December,Badulla,88.4511,289.1567
01/01/2023,January,Badulla,76.4738,270.906
01/11/2023,January,Badulla,69.0046,233.9294
1/21/2023,January,Badulla,62.3408,207.8191
02/01/2023,February,Badulla,45.6287,176.9741
02/11/2023,February,Badulla,34.0053,141.9748
2/21/2023,February,Badulla,29.9926,109.6266
03/01/2023,March,Badulla,33.1745,97.1723
03/11/2023,March,Badulla,38.8479,102.0149
3/21/2023,March,Badulla,47.4259,119.4482
04/01/2023,April,Badulla,55.2883,141.5621
04/11/2023,April,Badulla,59.544,162.2582
4/21/2023,April,Badulla,57.3113,172.1436
05/01/2023,May,Badulla,58.6223,175.4777
05/11/2023,May,Badulla,50.2628,166.1965
5/21/2023,May,Badulla,45.9014,154.7865
06/01/2023,June,Badulla,32.844,129.0082
06/11/2023,June,Badulla,29.1518,107.8972
6/21/2023,June,Badulla,26.4656,88.4613
07/01/2023,July,Badulla,25.0738,80.6911
07/11/2023,July,Badulla,28.6926,80.2319
7/21/2023,July,Badulla,28.2975,82.0638
08/01/2023,August,Badulla,22.5592,79.5493
08/11/2023,August,Badulla,30.8684,81.7252
8/21/2023,August,Badulla,35.6514,89.0791
09/01/2023,September,Badulla,46.1794,112.6993
09/11/2023,September,Badulla,45.2649,127.0957
9/21/2023,September,Badulla,64.695,156.1394
10/01/2023,Octomber,Badulla,64.2613,174.2213
10/11/2023,Octomber,Badulla,87.6986,216.655
10/21/2023,Octomber,Badulla,108.3461,260.306
11/01/2023,November,Badulla,113.4309,309.4755
11/11/2023,November,Badulla,113.1784,334.9553
11/21/2023,November,Badulla,119.1021,345.7113
12/01/2023,December,Badulla,94.7245,327.005
12/11/2023,December,Badulla,105.9812,319.8078
12/21/2023,December,Badulla,88.4511,289.1567
01/01/2024,January,Badulla,76.4738,270.906
01/11/2024,January,Badulla,69.0046,233.9294
1/21/2024,January,Badulla,62.3408,207.8191
02/01/2024,February,Badulla,45.6287,176.9741
02/11/2024,February,Badulla,34.0053,141.9748
2/21/2024,February,Badulla,29.9926,109.6266
03/01/2024,March,Badulla,33.1745,97.1723
03/11/2024,March,Badulla,38.8479,102.0149
3/21/2024,March,Badulla,47.4259,119.4482
04/01/2024,April,Badulla,55.2883,141.5621
04/11/2024,April,Badulla,59.544,162.2582
4/21/2024,April,Badulla,57.3113,172.1436
05/01/2024,May,Badulla,58.6223,175.4777
05/11/2024,May,Badulla,50.2628,166.1965
5/21/2024,May,Badulla,45.9014,154.7865
06/01/2024,June,Badulla,32.844,129.0082
06/11/2024,June,Badulla,29.1518,107.8972
6/21/2024,June,Badulla,26.4656,88.4613
07/01/2024,July,Badulla,25.0738,80.6911
07/11/2024,July,Badulla,28.6926,80.2319
7/21/2024,July,Badulla,28.2975,82.0638
08/01/2024,August,Badulla,22.5592,79.5493
08/11/2024,August,Badulla,30.8684,81.7252
8/21/2024,August,Badulla,35.6514,89.0791
09/01/2024,September,Badulla,46.1794,112.6993
09/11/2024,September,Badulla,45.2649,127.0957
9/21/2024,September,Badulla,64.695,156.1394
10/01/2024,Octomber,Badulla,64.2613,174.2213
10/11/2024,Octomber,Badulla,87.6986,216.655
10/21/2024,Octomber,Badulla,108.3461,260.306
11/01/2024,November,Badulla,113.4309,309.4755
11/11/2024,November,Badulla,113.1784,334.9553
11/21/2024,November,Badulla,119.1021,345.7113
12/01/2024,December,Badulla,94.7245,327.005
12/11/2024,December,Badulla,105.9812,319.8078
12/21/2024,December,Badulla,88.4511,289.1567
01/01/2020,January,Monaragala,69.8127,244.593
01/11/2020,January,Monaragala,59.2136,204.398
1/21/2020,January,Monaragala,54.6371,183.6634
02/01/2020,February,Monaragala,42.0593,155.91
02/11/2020,February,Monaragala,32.4975,129.1939
2/21/2020,February,Monaragala,26.9634,101.5203
03/01/2020,March,Monaragala,27.8586,87.3195
03/11/2020,March,Monaragala,34.053,88.8751
3/21/2020,March,Monaragala,38.5737,100.4853
04/01/2020,April,Monaragala,49.3968,122.0235
04/11/2020,April,Monaragala,51.4179,139.3884
4/21/2020,April,Monaragala,50.3665,151.1812
05/01/2020,May,Monaragala,53.0134,154.7978
05/11/2020,May,Monaragala,46.1649,149.5448
5/21/2020,May,Monaragala,36.3385,135.5168
06/01/2020,June,Monaragala,16.1486,98.652
06/11/2020,June,Monaragala,10.1007,62.5878
6/21/2020,June,Monaragala,8.8912,35.1405
07/01/2020,July,Monaragala,13.0127,32.0047
07/11/2020,July,Monaragala,15.4959,37.3998
7/21/2020,July,Monaragala,15.5004,44.009
08/01/2020,August,Monaragala,16.0301,47.0263
08/11/2020,August,Monaragala,20.7461,52.2765
8/21/2020,August,Monaragala,21.2249,58.0011
09/01/2020,September,Monaragala,16.7835,58.7545
09/11/2020,September,Monaragala,15.143,53.1514
9/21/2020,September,Monaragala,31.5629,63.4894
10/01/2020,Octomber,Monaragala,49.1396,95.8455
10/11/2020,Octomber,Monaragala,70.8611,151.5636
10/21/2020,Octomber,Monaragala,95.647,215.6477
11/01/2020,November,Monaragala,114.6116,281.1197
11/11/2020,November,Monaragala,110.6547,320.9133
11/21/2020,November,Monaragala,115.1299,340.3962
12/01/2020,December,Monaragala,87.9824,313.767
12/11/2020,December,Monaragala,99.4086,302.521
12/21/2020,December,Monaragala,75.3717,262.7627
01/01/2021,January,Monaragala,69.8127,244.593
01/11/2021,January,Monaragala,59.2136,204.398
1/21/2021,January,Monaragala,54.6371,183.6634
02/01/2021,February,Monaragala,42.0593,155.91
02/11/2021,February,Monaragala,32.4975,129.1939
2/21/2021,February,Monaragala,26.9634,101.5203
03/01/2021,March,Monaragala,27.8586,87.3195
03/11/2021,March,Monaragala,34.053,88.8751
3/21/2021,March,Monaragala,38.5737,100.4853
04/01/2021,April,Monaragala,49.3968,122.0235
04/11/2021,April,Monaragala,51.4179,139.3884
4/21/2021,April,Monaragala,50.3665,151.1812
05/01/2021,May,Monaragala,53.0134,154.7978
05/11/2021,May,Monaragala,46.1649,149.5448
5/21/2021,May,Monaragala,36.3385,135.5168
06/01/2021,June,Monaragala,16.1486,98.652
06/11/2021,June,Monaragala,10.1007,62.5878
6/21/2021,June,Monaragala,8.8912,35.1405
07/01/2021,July,Monaragala,13.0127,32.0047
07/11/2021,July,Monaragala,15.4959,37.3998
7/21/2021,July,Monaragala,15.5004,44.009
08/01/2021,August,Monaragala,16.0301,47.0263
08/11/2021,August,Monaragala,20.7461,52.2765
8/21/2021,August,Monaragala,21.2249,58.0011
09/01/2021,September,Monaragala,16.7835,58.7545
09/11/2021,September,Monaragala,15.143,53.1514
9/21/2021,September,Monaragala,31.5629,63.4894
10/01/2021,Octomber,Monaragala,49.1396,95.8455
10/11/2021,Octomber,Monaragala,70.8611,151.5636
10/21/2021,Octomber,Monaragala,95.647,215.6477
11/01/2021,November,Monaragala,114.6116,281.1197
11/11/2021,November,Monaragala,110.6547,320.9133
11/21/2021,November,Monaragala,115.1299,340.3962
12/01/2021,December,Monaragala,87.9824,313.767
12/11/2021,December,Monaragala,99.4086,302.521
12/21/2021,December,Monaragala,75.3717,262.7627
01/01/2022,January,Monaragala,69.8127,244.593
01/11/2022,January,Monaragala,59.2136,204.398
1/21/2022,January,Monaragala,54.6371,183.6634
02/01/2022,February,Monaragala,42.0593,155.91
02/11/2022,February,Monaragala,32.4975,129.1939
2/21/2022,February,Monaragala,26.9634,101.5203
03/01/2022,March,Monaragala,27.8586,87.3195
03/11/2022,March,Monaragala,34.053,88.8751
3/21/2022,March,Monaragala,38.5737,100.4853
04/01/2022,April,Monaragala,49.3968,122.0235
04/11/2022,April,Monaragala,51.4179,139.3884
4/21/2022,April,Monaragala,50.3665,151.1812
05/01/2022,May,Monaragala,53.0134,154.7978
05/11/2022,May,Monaragala,46.1649,149.5448
5/21/2022,May,Monaragala,36.3385,135.5168
06/01/2022,June,Monaragala,16.1486,98.652
06/11/2022,June,Monaragala,10.1007,62.5878
6/21/2022,June,Monaragala,8.8912,35.1405
07/01/2022,July,Monaragala,13.0127,32.0047
07/11/2022,July,Monaragala,15.4959,37.3998
7/21/2022,July,Monaragala,15.5004,44.009
08/01/2022,August,Monaragala,16.0301,47.0263
08/11/2022,August,Monaragala,20.7461,52.2765
8/21/2022,August,Monaragala,21.2249,58.0011
09/01/2022,September,Monaragala,16.7835,58.7545
09/11/2022,September,Monaragala,15.143,53.1514
9/21/2022,September,Monaragala,31.5629,63.4894
10/01/2022,Octomber,Monaragala,49.1396,95.8455
10/11/2022,Octomber,Monaragala,70.8611,151.5636
10/21/2022,Octomber,Monaragala,95.647,215.6477
11/01/2022,November,Monaragala,114.6116,281.1197
11/11/2022,November,Monaragala,110.6547,320.9133
11/21/2022,November,Monaragala,115.1299,340.3962
12/01/2022,December,Monaragala,87.9824,313.767
12/11/2022,December,Monaragala,99.4086,302.521
12/21/2022,December,Monaragala,75.3717,262.7627
01/01/2023,January,Monaragala,69.8127,244.593
01/11/2023,January,Monaragala,59.2136,204.398
1/21/2023,January,Monaragala,54.6371,183.6634
02/01/2023,February,Monaragala,42.0593,155.91
02/11/2023,February,Monaragala,32.4975,129.1939
2/21/2023,February,Monaragala,26.9634,101.5203
03/01/2023,March,Monaragala,27.8586,87.3195
03/11/2023,March,Monaragala,34.053,88.8751
3/21/2023,March,Monaragala,38.5737,100.4853
04/01/2023,April,Monaragala,49.3968,122.0235
04/11/2023,April,Monaragala,51.4179,139.3884
4/21/2023,April,Monaragala,50.3665,151.1812
05/01/2023,May,Monaragala,53.0134,154.7978
05/11/2023,May,Monaragala,46.1649,149.5448
5/21/2023,May,Monaragala,36.3385,135.5168
06/01/2023,June,Monaragala,16.1486,98.652
06/11/2023,June,Monaragala,10.1007,62.5878
6/21/2023,June,Monaragala,8.8912,35.1405
07/01/2023,July,Monaragala,13.0127,32.0047
07/11/2023,July,Monaragala,15.4959,37.3998
7/21/2023,July,Monaragala,15.5004,44.009
08/01/2023,August,Monaragala,16.0301,47.0263
08/11/2023,August,Monaragala,20.7461,52.2765
8/21/2023,August,Monaragala,21.2249,58.0011
09/01/2023,September,Monaragala,16.7835,58.7545
09/11/2023,September,Monaragala,15.143,53.1514
9/21/2023,September,Monaragala,31.5629,63.4894
10/01/2023,Octomber,Monaragala,49.1396,95.8455
10/11/2023,Octomber,Monaragala,70.8611,151.5636
10/21/2023,Octomber,Monaragala,95.647,215.6477
11/01/2023,November,Monaragala,114.6116,281.1197
11/11/2023,November,Monaragala,110.6547,320.9133
11/21/2023,November,Monaragala,115.1299,340.3962
12/01/2023,December,Monaragala,87.9824,313.767
12/11/2023,December,Monaragala,99.4086,302.521
12/21/2023,December,Monaragala,75.3717,262.7627
01/01/2024,January,Monaragala,69.8127,244.593
01/11/2024,January,Monaragala,59.2136,204.398
1/21/2024,January,Monaragala,54.6371,183.6634
02/01/2024,February,Monaragala,42.0593,155.91
02/11/2024,February,Monaragala,32.4975,129.1939
2/21/2024,February,Monaragala,26.9634,101.5203
03/01/2024,March,Monaragala,27.8586,87.3195
03/11/2024,March,Monaragala,34.053,88.8751
3/21/2024,March,Monaragala,38.5737,100.4853
04/01/2024,April,Monaragala,49.3968,122.0235
04/11/2024,April,Monaragala,51.4179,139.3884
4/21/2024,April,Monaragala,50.3665,151.1812
05/01/2024,May,Monaragala,53.0134,154.7978
05/11/2024,May,Monaragala,46.1649,149.5448
5/21/2024,May,Monaragala,36.3385,135.5168
06/01/2024,June,Monaragala,16.1486,98.652
06/11/2024,June,Monaragala,10.1007,62.5878
6/21/2024,June,Monaragala,8.8912,35.1405
07/01/2024,July,Monaragala,13.0127,32.0047
07/11/2024,July,Monaragala,15.4959,37.3998
7/21/2024,July,Monaragala,15.5004,44.009
08/01/2024,August,Monaragala,16.0301,47.0263
08/11/2024,August,Monaragala,20.7461,52.2765
8/21/2024,August,Monaragala,21.2249,58.0011
09/01/2024,September,Monaragala,16.7835,58.7545
09/11/2024,September,Monaragala,15.143,53.1514
9/21/2024,September,Monaragala,31.5629,63.4894
10/01/2024,Octomber,Monaragala,49.1396,95.8455
10/11/2024,Octomber,Monaragala,70.8611,151.5636
10/21/2024,Octomber,Monaragala,95.647,215.6477
11/01/2024,November,Monaragala,114.6116,281.1197
11/11/2024,November,Monaragala,110.6547,320.9133
11/21/2024,November,Monaragala,115.1299,340.3962
12/01/2024,December,Monaragala,87.9824,313.767
12/11/2024,December,Monaragala,99.4086,302.521
12/21/2024,December,Monaragala,75.3717,262.7627
01/01/2020,January,Colombo,39.2638,152.471
01/11/2020,January,Colombo,32.2203,122.6319
1/21/2020,January,Colombo,34.3159,105.8
02/01/2020,February,Colombo,36.8246,103.3609
02/11/2020,February,Colombo,32.8435,103.9841
2/21/2020,February,Colombo,27.2609,96.929
03/01/2020,March,Colombo,45.3319,105.4362
03/11/2020,March,Colombo,53.2783,125.871
3/21/2020,March,Colombo,59.1855,157.7957
04/01/2020,April,Colombo,92.2362,204.7
04/11/2020,April,Colombo,96.0333,247.4551
4/21/2020,April,Colombo,107.5536,295.8232
05/01/2020,May,Colombo,122.913,326.5
05/11/2020,May,Colombo,126.258,356.7246
5/21/2020,May,Colombo,129.6565,378.8275
06/01/2020,June,Colombo,110.6899,366.6043
06/11/2020,June,Colombo,92.3,332.6464
6/21/2020,June,Colombo,88.7855,291.7754
07/01/2020,July,Colombo,63.3304,244.4159
07/11/2020,July,Colombo,67.9667,220.0826
7/21/2020,July,Colombo,58.4942,189.7913
08/01/2020,August,Colombo,39.5188,165.9797
08/11/2020,August,Colombo,60.1159,158.129
8/21/2020,August,Colombo,65.7986,165.4333
09/01/2020,September,Colombo,91.1478,217.0623
09/11/2020,September,Colombo,100.2319,257.1783
9/21/2020,September,Colombo,117.729,309.1087
10/01/2020,Octomber,Colombo,125.1884,343.1493
10/11/2020,Octomber,Colombo,161.6899,404.6072
10/21/2020,Octomber,Colombo,162.6,449.4783
11/01/2020,November,Colombo,134.3478,458.6377
11/11/2020,November,Colombo,120.0899,417.0377
11/21/2020,November,Colombo,126.6855,381.1232
12/01/2020,December,Colombo,72.1565,318.9319
12/11/2020,December,Colombo,62.0594,260.9014
12/21/2020,December,Colombo,51.1478,185.3638
01/01/2021,January,Colombo,39.2638,152.471
01/11/2021,January,Colombo,32.2203,122.6319
1/21/2021,January,Colombo,34.3159,105.8
02/01/2021,February,Colombo,36.8246,103.3609
02/11/2021,February,Colombo,32.8435,103.9841
2/21/2021,February,Colombo,27.2609,96.929
03/01/2021,March,Colombo,45.3319,105.4362
03/11/2021,March,Colombo,53.2783,125.871
3/21/2021,March,Colombo,59.1855,157.7957
04/01/2021,April,Colombo,92.2362,204.7
04/11/2021,April,Colombo,96.0333,247.4551
4/21/2021,April,Colombo,107.5536,295.8232
05/01/2021,May,Colombo,122.913,326.5
05/11/2021,May,Colombo,126.258,356.7246
5/21/2021,May,Colombo,129.6565,378.8275
06/01/2021,June,Colombo,110.6899,366.6043
06/11/2021,June,Colombo,92.3,332.6464
6/21/2021,June,Colombo,88.7855,291.7754
07/01/2021,July,Colombo,63.3304,244.4159
07/11/2021,July,Colombo,67.9667,220.0826
7/21/2021,July,Colombo,58.4942,189.7913
08/01/2021,August,Colombo,39.5188,165.9797
08/11/2021,August,Colombo,60.1159,158.129
8/21/2021,August,Colombo,65.7986,165.4333
09/01/2021,September,Colombo,91.1478,217.0623
09/11/2021,September,Colombo,100.2319,257.1783
9/21/2021,September,Colombo,117.729,309.1087
10/01/2021,Octomber,Colombo,125.1884,343.1493
10/11/2021,Octomber,Colombo,161.6899,404.6072
10/21/2021,Octomber,Colombo,162.6,449.4783
11/01/2021,November,Colombo,134.3478,458.6377
11/11/2021,November,Colombo,120.0899,417.0377
11/21/2021,November,Colombo,126.6855,381.1232
12/01/2021,December,Colombo,72.1565,318.9319
12/11/2021,December,Colombo,62.0594,260.9014
12/21/2021,December,Colombo,51.1478,185.3638
01/01/2022,January,Colombo,39.2638,152.471
01/11/2022,January,Colombo,32.2203,122.6319
1/21/2022,January,Colombo,34.3159,105.8
02/01/2022,February,Colombo,36.8246,103.3609
02/11/2022,February,Colombo,32.8435,103.9841
2/21/2022,February,Colombo,27.2609,96.929
03/01/2022,March,Colombo,45.3319,105.4362
03/11/2022,March,Colombo,53.2783,125.871
3/21/2022,March,Colombo,59.1855,157.7957
04/01/2022,April,Colombo,92.2362,204.7
04/11/2022,April,Colombo,96.0333,247.4551
4/21/2022,April,Colombo,107.5536,295.8232
05/01/2022,May,Colombo,122.913,326.5
05/11/2022,May,Colombo,126.258,356.7246
5/21/2022,May,Colombo,129.6565,378.8275
06/01/2022,June,Colombo,110.6899,366.6043
06/11/2022,June,Colombo,92.3,332.6464
6/21/2022,June,Colombo,88.7855,291.7754
07/01/2022,July,Colombo,63.3304,244.4159
07/11/2022,July,Colombo,67.9667,220.0826
7/21/2022,July,Colombo,58.4942,189.7913
08/01/2022,August,Colombo,39.5188,165.9797
08/11/2022,August,Colombo,60.1159,158.129
8/21/2022,August,Colombo,65.7986,165.4333
09/01/2022,September,Colombo,91.1478,217.0623
09/11/2022,September,Colombo,100.2319,257.1783
9/21/2022,September,Colombo,117.729,309.1087
10/01/2022,Octomber,Colombo,125.1884,343.1493
10/11/2022,Octomber,Colombo,161.6899,404.6072
10/21/2022,Octomber,Colombo,162.6,449.4783
11/01/2022,November,Colombo,134.3478,458.6377
11/11/2022,November,Colombo,120.0899,417.0377
11/21/2022,November,Colombo,126.6855,381.1232
12/01/2022,December,Colombo,72.1565,318.9319
12/11/2022,December,Colombo,62.0594,260.9014
12/21/2022,December,Colombo,51.1478,185.3638
01/01/2023,January,Colombo,39.2638,152.471
01/11/2023,January,Colombo,32.2203,122.6319
1/21/2023,January,Colombo,34.3159,105.8
02/01/2023,February,Colombo,36.8246,103.3609
02/11/2023,February,Colombo,32.8435,103.9841
2/21/2023,February,Colombo,27.2609,96.929
03/01/2023,March,Colombo,45.3319,105.4362
03/11/2023,March,Colombo,53.2783,125.871
3/21/2023,March,Colombo,59.1855,157.7957
04/01/2023,April,Colombo,92.2362,204.7
04/11/2023,April,Colombo,96.0333,247.4551
4/21/2023,April,Colombo,107.5536,295.8232
05/01/2023,May,Colombo,122.913,326.5
05/11/2023,May,Colombo,126.258,356.7246
5/21/2023,May,Colombo,129.6565,378.8275
06/01/2023,June,Colombo,110.6899,366.6043
06/11/2023,June,Colombo,92.3,332.6464
6/21/2023,June,Colombo,88.7855,291.7754
07/01/2023,July,Colombo,63.3304,244.4159
07/11/2023,July,Colombo,67.9667,220.0826
7/21/2023,July,Colombo,58.4942,189.7913
08/01/2023,August,Colombo,39.5188,165.9797
08/11/2023,August,Colombo,60.1159,158.129
8/21/2023,August,Colombo,65.7986,165.4333
09/01/2023,September,Colombo,91.1478,217.0623
09/11/2023,September,Colombo,100.2319,257.1783
9/21/2023,September,Colombo,117.729,309.1087
10/01/2023,Octomber,Colombo,125.1884,343.1493
10/11/2023,Octomber,Colombo,161.6899,404.6072
10/21/2023,Octomber,Colombo,162.6,449.4783
11/01/2023,November,Colombo,134.3478,458.6377
11/11/2023,November,Colombo,120.0899,417.0377
11/21/2023,November,Colombo,126.6855,381.1232
12/01/2023,December,Colombo,72.1565,318.9319
12/11/2023,December,Colombo,62.0594,260.9014
12/21/2023,December,Colombo,51.1478,185.3638
01/01/2024,January,Colombo,39.2638,152.471
01/11/2024,January,Colombo,32.2203,122.6319
1/21/2024,January,Colombo,34.3159,105.8
02/01/2024,February,Colombo,36.8246,103.3609
02/11/2024,February,Colombo,32.8435,103.9841
2/21/2024,February,Colombo,27.2609,96.929
03/01/2024,March,Colombo,45.3319,105.4362
03/11/2024,March,Colombo,53.2783,125.871
3/21/2024,March,Colombo,59.1855,157.7957
04/01/2024,April,Colombo,92.2362,204.7
04/11/2024,April,Colombo,96.0333,247.4551
4/21/2024,April,Colombo,107.5536,295.8232
05/01/2024,May,Colombo,122.913,326.5
05/11/2024,May,Colombo,126.258,356.7246
5/21/2024,May,Colombo,129.6565,378.8275
06/01/2024,June,Colombo,110.6899,366.6043
06/11/2024,June,Colombo,92.3,332.6464
6/21/2024,June,Colombo,88.7855,291.7754
07/01/2024,July,Colombo,63.3304,244.4159
07/11/2024,July,Colombo,67.9667,220.0826
7/21/2024,July,Colombo,58.4942,189.7913
08/01/2024,August,Colombo,39.5188,165.9797
08/11/2024,August,Colombo,60.1159,158.129
8/21/2024,August,Colombo,65.7986,165.4333
09/01/2024,September,Colombo,91.1478,217.0623
09/11/2024,September,Colombo,100.2319,257.1783
9/21/2024,September,Colombo,117.729,309.1087
10/01/2024,Octomber,Colombo,125.1884,343.1493
10/11/2024,Octomber,Colombo,161.6899,404.6072
10/21/2024,Octomber,Colombo,162.6,449.4783
11/01/2024,November,Colombo,134.3478,458.6377
11/11/2024,November,Colombo,120.0899,417.0377
11/21/2024,November,Colombo,126.6855,381.1232
12/01/2024,December,Colombo,72.1565,318.9319
12/11/2024,December,Colombo,62.0594,260.9014
12/21/2024,December,Colombo,51.1478,185.3638
01/01/2020,January,Gampaha,31.1596,120.295
01/11/2020,January,Gampaha,26.1447,98.1078
1/21/2020,January,Gampaha,28.0532,85.3574
02/01/2020,February,Gampaha,31.6908,85.8887
02/11/2020,February,Gampaha,28.5489,88.2929
2/21/2020,February,Gampaha,25.0092,85.2489
03/01/2020,March,Gampaha,41.3348,94.8929
03/11/2020,March,Gampaha,45.9582,112.3021
3/21/2020,March,Gampaha,52.0014,139.2943
04/01/2020,April,Gampaha,82.5674,180.527
04/11/2020,April,Gampaha,86.2135,220.7823
4/21/2020,April,Gampaha,96.8191,265.6
05/01/2020,May,Gampaha,96.034,279.0667
05/11/2020,May,Gampaha,98.5071,291.3603
5/21/2020,May,Gampaha,100.3241,294.8652
06/01/2020,June,Gampaha,93.2043,292.0355
06/11/2020,June,Gampaha,77.9759,271.5043
6/21/2020,June,Gampaha,73.9702,245.1504
07/01/2020,July,Gampaha,49.1504,201.0965
07/11/2020,July,Gampaha,47.9199,171.0404
7/21/2020,July,Gampaha,44.5206,141.5908
08/01/2020,August,Gampaha,28.795,121.2355
08/11/2020,August,Gampaha,44.9844,118.3
8/21/2020,August,Gampaha,48.0823,121.8617
09/01/2020,September,Gampaha,67.8809,160.9475
09/11/2020,September,Gampaha,72.0482,188.0113
9/21/2020,September,Gampaha,87.4461,227.3752
10/01/2020,Octomber,Gampaha,110.7433,270.2376
10/11/2020,Octomber,Gampaha,142.9865,341.1759
10/21/2020,Octomber,Gampaha,155.0099,408.7397
11/01/2020,November,Gampaha,121.295,419.2915
11/11/2020,November,Gampaha,105.334,381.639
11/21/2020,November,Gampaha,115.3291,341.9582
12/01/2020,December,Gampaha,57.8624,278.5255
12/11/2020,December,Gampaha,48.3319,221.5234
12/21/2020,December,Gampaha,40.8035,146.9979
01/01/2021,January,Gampaha,31.1596,120.295
01/11/2021,January,Gampaha,26.1447,98.1078
1/21/2021,January,Gampaha,28.0532,85.3574
02/01/2021,February,Gampaha,31.6908,85.8887
02/11/2021,February,Gampaha,28.5489,88.2929
2/21/2021,February,Gampaha,25.0092,85.2489
03/01/2021,March,Gampaha,41.3348,94.8929
03/11/2021,March,Gampaha,45.9582,112.3021
3/21/2021,March,Gampaha,52.0014,139.2943
04/01/2021,April,Gampaha,82.5674,180.527
04/11/2021,April,Gampaha,86.2135,220.7823
4/21/2021,April,Gampaha,96.8191,265.6
05/01/2021,May,Gampaha,96.034,279.0667
05/11/2021,May,Gampaha,98.5071,291.3603
5/21/2021,May,Gampaha,100.3241,294.8652
06/01/2021,June,Gampaha,93.2043,292.0355
06/11/2021,June,Gampaha,77.9759,271.5043
6/21/2021,June,Gampaha,73.9702,245.1504
07/01/2021,July,Gampaha,49.1504,201.0965
07/11/2021,July,Gampaha,47.9199,171.0404
7/21/2021,July,Gampaha,44.5206,141.5908
08/01/2021,August,Gampaha,28.795,121.2355
08/11/2021,August,Gampaha,44.9844,118.3
8/21/2021,August,Gampaha,48.0823,121.8617
09/01/2021,September,Gampaha,67.8809,160.9475
09/11/2021,September,Gampaha,72.0482,188.0113
9/21/2021,September,Gampaha,87.4461,227.3752
10/01/2021,Octomber,Gampaha,110.7433,270.2376
10/11/2021,Octomber,Gampaha,142.9865,341.1759
10/21/2021,Octomber,Gampaha,155.0099,408.7397
11/01/2021,November,Gampaha,121.295,419.2915
11/11/2021,November,Gampaha,105.334,381.639
11/21/2021,November,Gampaha,115.3291,341.9582
12/01/2021,December,Gampaha,57.8624,278.5255
12/11/2021,December,Gampaha,48.3319,221.5234
12/21/2021,December,Gampaha,40.8035,146.9979
01/01/2022,January,Gampaha,31.1596,120.295
01/11/2022,January,Gampaha,26.1447,98.1078
1/21/2022,January,Gampaha,28.0532,85.3574
02/01/2022,February,Gampaha,31.6908,85.8887
02/11/2022,February,Gampaha,28.5489,88.2929
2/21/2022,February,Gampaha,25.0092,85.2489
03/01/2022,March,Gampaha,41.3348,94.8929
03/11/2022,March,Gampaha,45.9582,112.3021
3/21/2022,March,Gampaha,52.0014,139.2943
04/01/2022,April,Gampaha,82.5674,180.527
04/11/2022,April,Gampaha,86.2135,220.7823
4/21/2022,April,Gampaha,96.8191,265.6
05/01/2022,May,Gampaha,96.034,279.0667
