date,Month,Districts,10day_avg,30day_avg
03/11/2020,March,Mullativu,12.0514,35.0941
3/21/2020,March,Mullativu,14.442,41.4333
04/01/2020,April,Mullativu,29.9263,56.4196
04/11/2020,April,Mullativu,38,82.3682
4/21/2020,April,Mullativu,32.9808,100.9071
05/01/2020,May,Mullativu,24.7294,95.7102
05/11/2020,May,Mullativu,20.9027,78.6129
5/21/2020,May,Mullativu,10.989,56.6212
06/01/2020,June,Mullativu,1.531,33.4227
06/11/2020,June,Mullativu,0,12.52
6/21/2020,June,Mullativu,0.5596,2.0906
07/01/2020,July,Mullativu,7.0408,7.6004
07/11/2020,July,Mullativu,8.2631,15.8635
7/21/2020,July,Mullativu,9.08,24.3839
08/01/2020,August,Mullativu,8.5761,25.9192
08/11/2020,August,Mullativu,11.391,29.0471
8/21/2020,August,Mullativu,15.7467,35.7137
09/01/2020,September,Mullativu,24.5604,51.698
09/11/2020,September,Mullativu,23.4325,63.7396
9/21/2020,September,Mullativu,35.5361,83.529
10/01/2020,Octomber,Mullativu,47.3596,106.3282
10/11/2020,Octomber,Mullativu,60.3031,143.1988
10/21/2020,Octomber,Mullativu,96.4231,204.0859
11/01/2020,November,Mullativu,148.7251,305.4514
11/11/2020,November,Mullativu,137.0302,382.1784
11/21/2020,November,Mullativu,144.3529,430.1082
12/01/2020,December,Mullativu,93.6698,375.0529
12/11/2020,December,Mullativu,95.0318,333.0545
12/21/2020,December,Mullativu,76.0494,264.751
01/01/2021,January,Mullativu,47.1561,218.2373
01/11/2021,January,Mullativu,32.8118,156.0173
1/21/2021,January,Mullativu,31.8239,111.7918
02/01/2021,February,Mullativu,19.8122,84.4478
02/11/2021,February,Mullativu,11.0941,62.7302
2/21/2021,February,Mullativu,8.1027,39.009
03/01/2021,March,Mullativu,14.94,34.1369
03/11/2021,March,Mullativu,12.0514,35.0941
3/21/2021,March,Mullativu,14.442,41.4333
04/01/2021,April,Mullativu,29.9263,56.4196
04/11/2021,April,Mullativu,38,82.3682
4/21/2021,April,Mullativu,32.9808,100.9071
05/01/2021,May,Mullativu,24.7294,95.7102
05/11/2021,May,Mullativu,20.9027,78.6129
5/21/2021,May,Mullativu,10.989,56.6212
06/01/2021,June,Mullativu,1.531,33.4227
06/11/2021,June,Mullativu,0,12.52
6/21/2021,June,Mullativu,0.5596,2.0906
07/01/2021,July,Mullativu,7.0408,7.6004
07/11/2021,July,Mullativu,8.2631,15.8635
7/21/2021,July,Mullativu,9.08,24.3839
08/01/2021,August,Mullativu,8.5761,25.9192
08/11/2021,August,Mullativu,11.391,29.0471
8/21/2021,August,Mullativu,15.7467,35.7137
09/01/2021,September,Mullativu,24.5604,51.698
09/11/2021,September,Mullativu,23.4325,63.7396
9/21/2021,September,Mullativu,35.5361,83.529
10/01/2021,Octomber,Mullativu,47.3596,106.3282
10/11/2021,Octomber,Mullativu,60.3031,143.1988
10/21/2021,Octomber,Mullativu,96.4231,204.0859
11/01/2021,November,Mullativu,148.7251,305.4514
11/11/2021,November,Mullativu,137.0302,382.1784
11/21/2021,November,Mullativu,144.3529,430.1082
12/01/2021,December,Mullativu,93.6698,375.0529
12/11/2021,December,Mullativu,95.0318,333.0545
12/21/2021,December,Mullativu,76.0494,264.751
01/01/2022,January,Mullativu,47.1561,218.2373
01/11/2022,January,Mullativu,32.8118,156.0173
1/21/2022,January,Mullativu,31.8239,111.7918
02/01/2022,February,Mullativu,19.8122,84.4478
02/11/2022,February,Mullativu,11.0941,62.7302
2/21/2022,February,Mullativu,8.1027,39.009
03/01/2022,March,Mullativu,14.94,34.1369
03/11/2022,March,Mullativu,12.0514,35.0941
3/21/2022,March,Mullativu,14.442,41.4333
04/01/2022,April,Mullativu,29.9263,56.4196
04/11/2022,April,Mullativu,38,82.3682
4/21/2022,April,Mullativu,32.9808,100.9071
05/01/2022,May,Mullativu,24.7294,95.7102
05/11/2022,May,Mullativu,20.9027,78.6129
5/21/2022,May,Mullativu,10.989,56.6212
06/01/2022,June,Mullativu,1.531,33.4227
06/11/2022,June,Mullativu,0,12.52
6/21/2022,June,Mullativu,0.5596,2.0906
07/01/2022,July,Mullativu,7.0408,7.6004
07/11/2022,July,Mullativu,8.2631,15.8635
7/21/2022,July,Mullativu,9.08,24.3839
08/01/2022,August,Mullativu,8.5761,25.9192
08/11/2022,August,Mullativu,11.391,29.0471
8/21/2022,August,Mullativu,15.7467,35.7137
09/01/2022,September,Mullativu,24.5604,51.698
09/11/2022,September,Mullativu,23.4325,63.7396
9/21/2022,September,Mullativu,35.5361,83.529
10/01/2022,Octomber,Mullativu,47.3596,106.3282
10/11/2022,Octomber,Mullativu,60.3031,143.1988
10/21/2022,Octomber,Mullativu,96.4231,204.0859
11/01/2022,November,Mullativu,148.7251,305.4514
11/11/2022,November,Mullativu,137.0302,382.1784
11/21/2022,November,Mullativu,144.3529,430.1082
12/01/2022,December,Mullativu,93.6698,375.0529
12/11/2022,December,Mullativu,95.0318,333.0545
12/21/2022,December,Mullativu,76.0494,264.751
01/01/2023,January,Mullativu,47.1561,218.2373
01/11/2023,January,Mullativu,32.8118,156.0173
1/21/2023,January,Mullativu,31.8239,111.7918
02/01/2023,February,Mullativu,19.8122,84.4478
02/11/2023,February,Mullativu,11.0941,62.7302
2/21/2023,February,Mullativu,8.1027,39.009
03/01/2023,March,Mullativu,14.94,34.1369
03/11/2023,March,Mullativu,12.0514,35.0941
3/21/2023,March,Mullativu,14.442,41.4333
04/01/2023,April,Mullativu,29.9263,56.4196
04/11/2023,April,Mullativu,38,82.3682
4/21/2023,April,Mullativu,32.9808,100.9071
05/01/2023,May,Mullativu,24.7294,95.7102
05/11/2023,May,Mullativu,20.9027,78.6129
5/21/2023,May,Mullativu,10.989,56.6212
06/01/2023,June,Mullativu,1.531,33.4227
06/11/2023,June,Mullativu,0,12.52
6/21/2023,June,Mullativu,0.5596,2.0906
07/01/2023,July,Mullativu,7.0408,7.6004
07/11/2023,July,Mullativu,8.2631,15.8635
7/21/2023,July,Mullativu,9.08,24.3839
08/01/2023,August,Mullativu,8.5761,25.9192
08/11/2023,August,Mullativu,11.391,29.0471
8/21/2023,August,Mullativu,15.7467,35.7137
09/01/2023,September,Mullativu,24.5604,51.698
09/11/2023,September,Mullativu,23.4325,63.7396
9/21/2023,September,Mullativu,35.5361,83.529
10/01/2023,Octomber,Mullativu,47.3596,106.3282
10/11/2023,Octomber,Mullativu,60.3031,143.1988
10/21/2023,Octomber,Mullativu,96.4231,204.0859
11/01/2023,November,Mullativu,148.7251,305.4514
11/11/2023,November,Mullativu,137.0302,382.1784
11/21/2023,November,Mullativu,144.3529,430.1082
12/01/2023,December,Mullativu,93.6698,375.0529
12/11/2023,December,Mullativu,95.0318,333.0545
12/21/2023,December,Mullativu,76.0494,264.751
01/01/2024,January,Mullativu,47.1561,218.2373
01/11/2024,January,Mullativu,32.8118,156.0173
1/21/2024,January,Mullativu,31.8239,111.7918
02/01/2024,February,Mullativu,19.8122,84.4478
02/11/2024,February,Mullativu,11.0941,62.7302
2/21/2024,February,Mullativu,8.1027,39.009
03/01/2024,March,Mullativu,14.94,34.1369
03/11/2024,March,Mullativu,12.0514,35.0941
3/21/2024,March,Mullativu,14.442,41.4333
04/01/2024,April,Mullativu,29.9263,56.4196
04/11/2024,April,Mullativu,38,82.3682
4/21/2024,April,Mullativu,32.9808,100.9071
05/01/2024,May,Mullativu,24.7294,95.7102
05/11/2024,May,Mullativu,20.9027,78.6129
5/21/2024,May,Mullativu,10.989,56.6212
06/01/2024,June,Mullativu,1.531,33.4227
06/11/2024,June,Mullativu,0,12.52
6/21/2024,June,Mullativu,0.5596,2.0906
07/01/2024,July,Mullativu,7.0408,7.6004
07/11/2024,July,Mullativu,8.2631,15.8635
7/21/2024,July,Mullativu,9.08,24.3839
08/01/2024,August,Mullativu,8.5761,25.9192
08/11/2024,August,Mullativu,11.391,29.0471
8/21/2024,August,Mullativu,15.7467,35.7137
09/01/2024,September,Mullativu,24.5604,51.698
09/11/2024,September,Mullativu,23.4325,63.7396
9/21/2024,September,Mullativu,35.5361,83.529
10/01/2024,Octomber,Mullativu,47.3596,106.3282
10/11/2024,Octomber,Mullativu,60.3031,143.1988
10/21/2024,Octomber,Mullativu,96.4231,204.0859
11/01/2024,November,Mullativu,148.7251,305.4514
11/11/2024,November,Mullativu,137.0302,382.1784
11/21/2024,November,Mullativu,144.3529,430.1082
12/01/2024,December,Mullativu,93.6698,375.0529
12/11/2024,December,Mullativu,95.0318,333.0545
12/21/2024,December,Mullativu,76.0494,264.751
01/01/2020,January,Mannar,33.2749,161.0918
01/11/2020,January,Mannar,22.0882,114.2446
1/21/2020,January,Mannar,22.7985,78.1615
02/01/2020,February,Mannar,18.8262,63.7128
02/11/2020,February,Mannar,12.5344,54.159
2/21/2020,February,Mannar,9.8774,41.2379
03/01/2020,March,Mannar,21.8621,44.2738
03/11/2020,March,Mannar,17.9072,49.6467
3/21/2020,March,Mannar,19.6226,59.3918
04/01/2020,April,Mannar,37.0585,74.5882
04/11/2020,April,Mannar,42.4374,99.1185
4/21/2020,April,Mannar,39.4441,118.94
05/01/2020,May,Mannar,27.0282,108.9097
05/11/2020,May,Mannar,22.8754,89.3477
5/21/2020,May,Mannar,11.5492,61.4528
06/01/2020,June,Mannar,2.0749,36.4995
06/11/2020,June,Mannar,0.0974,13.7215
6/21/2020,June,Mannar,0.1759,2.3482
07/01/2020,July,Mannar,2.8779,3.1513
07/11/2020,July,Mannar,3.4133,6.4672
7/21/2020,July,Mannar,4.1877,10.479
08/01/2020,August,Mannar,2.5928,10.1938
08/11/2020,August,Mannar,4.8897,11.6703
8/21/2020,August,Mannar,11.879,19.3615
09/01/2020,September,Mannar,35.9359,52.7046
09/11/2020,September,Mannar,33.1641,80.979
9/21/2020,September,Mannar,54.0933,123.1933
10/01/2020,Octomber,Mannar,49.8713,137.1287
10/11/2020,Octomber,Mannar,66.8262,170.7908
10/21/2020,Octomber,Mannar,91.6503,208.3477
11/01/2020,November,Mannar,120.2067,278.6831
11/11/2020,November,Mannar,110.2431,322.1
11/21/2020,November,Mannar,114.4897,344.9395
12/01/2020,December,Mannar,71.0687,295.8015
12/11/2020,December,Mannar,68.9354,254.4938
12/21/2020,December,Mannar,58.8815,198.8856
01/01/2021,January,Mannar,33.2749,161.0918
01/11/2021,January,Mannar,22.0882,114.2446
1/21/2021,January,Mannar,22.7985,78.1615
02/01/2021,February,Mannar,18.8262,63.7128
02/11/2021,February,Mannar,12.5344,54.159
2/21/2021,February,Mannar,9.8774,41.2379
03/01/2021,March,Mannar,21.8621,44.2738
03/11/2021,March,Mannar,17.9072,49.6467
3/21/2021,March,Mannar,19.6226,59.3918
04/01/2021,April,Mannar,37.0585,74.5882
04/11/2021,April,Mannar,42.4374,99.1185
4/21/2021,April,Mannar,39.4441,118.94
05/01/2021,May,Mannar,27.0282,108.9097
05/11/2021,May,Mannar,22.8754,89.3477
5/21/2021,May,Mannar,11.5492,61.4528
06/01/2021,June,Mannar,2.0749,36.4995
06/11/2021,June,Mannar,0.0974,13.7215
6/21/2021,June,Mannar,0.1759,2.3482
07/01/2021,July,Mannar,2.8779,3.1513
07/11/2021,July,Mannar,3.4133,6.4672
7/21/2021,July,Mannar,4.1877,10.479
08/01/2021,August,Mannar,2.5928,10.1938
08/11/2021,August,Mannar,4.8897,11.6703
8/21/2021,August,Mannar,11.879,19.3615
09/01/2021,September,Mannar,35.9359,52.7046
09/11/2021,September,Mannar,33.1641,80.979
9/21/2021,September,Mannar,54.0933,123.1933
10/01/2021,Octomber,Mannar,49.8713,137.1287
10/11/2021,Octomber,Mannar,66.8262,170.7908
10/21/2021,Octomber,Mannar,91.6503,208.3477
11/01/2021,November,Mannar,120.2067,278.6831
11/11/2021,November,Mannar,110.2431,322.1
11/21/2021,November,Mannar,114.4897,344.9395
12/01/2021,December,Mannar,71.0687,295.8015
12/11/2021,December,Mannar,68.9354,254.4938
12/21/2021,December,Mannar,58.8815,198.8856
01/01/2022,January,Mannar,33.2749,161.0918
01/11/2022,January,Mannar,22.0882,114.2446
1/21/2022,January,Mannar,22.7985,78.1615
02/01/2022,February,Mannar,18.8262,63.7128
02/11/2022,February,Mannar,12.5344,54.159
2/21/2022,February,Mannar,9.8774,41.2379
03/01/2022,March,Mannar,21.8621,44.2738
03/11/2022,March,Mannar,17.9072,49.6467
3/21/2022,March,Mannar,19.6226,59.3918
04/01/2022,April,Mannar,37.0585,74.5882
04/11/2022,April,Mannar,42.4374,99.1185
4/21/2022,April,Mannar,39.4441,118.94
05/01/2022,May,Mannar,27.0282,108.9097
05/11/2022,May,Mannar,22.8754,89.3477
5/21/2022,May,Mannar,11.5492,61.4528
06/01/2022,June,Mannar,2.0749,36.4995
06/11/2022,June,Mannar,0.0974,13.7215
6/21/2022,June,Mannar,0.1759,2.3482
07/01/2022,July,Mannar,2.8779,3.1513
07/11/2022,July,Mannar,3.4133,6.4672
7/21/2022,July,Mannar,4.1877,10.479
08/01/2022,August,Mannar,2.5928,10.1938
08/11/2022,August,Mannar,4.8897,11.6703
8/21/2022,August,Mannar,11.879,19.3615
09/01/2022,September,Mannar,35.9359,52.7046
09/11/2022,September,Mannar,33.1641,80.979
9/21/2022,September,Mannar,54.0933,123.1933
10/01/2022,Octomber,Mannar,49.8713,137.1287
10/11/2022,Octomber,Mannar,66.8262,170.7908
10/21/2022,Octomber,Mannar,91.6503,208.3477
11/01/2022,November,Mannar,120.2067,278.6831
11/11/2022,November,Mannar,110.2431,322.1
11/21/2022,November,Mannar,114.4897,344.9395
12/01/2022,December,Mannar,71.0687,295.8015
12/11/2022,December,Mannar,68.9354,254.4938
12/21/2022,December,Mannar,58.8815,198.8856
01/01/2023,January,Mannar,33.2749,161.0918
01/11/2023,January,Mannar,22.0882,114.2446
1/21/2023,January,Mannar,22.7985,78.1615
02/01/2023,February,Mannar,18.8262,63.7128
02/11/2023,February,Mannar,12.5344,54.159
2/21/2023,February,Mannar,9.8774,41.2379
03/01/2023,March,Mannar,21.8621,44.2738
03/11/2023,March,Mannar,17.9072,49.6467
3/21/2023,March,Mannar,19.6226,59.3918
04/01/2023,April,Mannar,37.0585,74.5882
04/11/2023,April,Mannar,42.4374,99.1185
4/21/2023,April,Mannar,39.4441,118.94
05/01/2023,May,Mannar,27.0282,108.9097
05/11/2023,May,Mannar,22.8754,89.3477
5/21/2023,May,Mannar,11.5492,61.4528
06/01/2023,June,Mannar,2.0749,36.4995
06/11/2023,June,Mannar,0.0974,13.7215
6/21/2023,June,Mannar,0.1759,2.3482
07/01/2023,July,Mannar,2.8779,3.1513
07/11/2023,July,Mannar,3.4133,6.4672
7/21/2023,July,Mannar,4.1877,10.479
08/01/2023,August,Mannar,2.5928,10.1938
08/11/2023,August,Mannar,4.8897,11.6703
8/21/2023,August,Mannar,11.879,19.3615
09/01/2023,September,Mannar,35.9359,52.7046
09/11/2023,September,Mannar,33.1641,80.979
9/21/2023,September,Mannar,54.0933,123.1933
10/01/2023,Octomber,Mannar,49.8713,137.1287
10/11/2023,Octomber,Mannar,66.8262,170.7908
10/21/2023,Octomber,Mannar,91.6503,208.3477
11/01/2023,November,Mannar,120.2067,278.6831
11/11/2023,November,Mannar,110.2431,322.1
11/21/2023,November,Mannar,114.4897,344.9395
12/01/2023,December,Mannar,71.0687,295.8015
12/11/2023,December,Mannar,68.9354,254.4938
12/21/2023,December,Mannar,58.8815,198.8856
01/01/2024,January,Mannar,33.2749,161.0918
01/11/2024,January,Mannar,22.0882,114.2446
1/21/2024,January,Mannar,22.7985,78.1615
02/01/2024,February,Mannar,18.8262,63.7128
02/11/2024,February,Mannar,12.5344,54.159
2/21/2024,February,Mannar,9.8774,41.2379
03/01/2024,March,Mannar,21.8621,44.2738
03/11/2024,March,Mannar,17.9072,49.6467
3/21/2024,March,Mannar,19.6226,59.3918
04/01/2024,April,Mannar,37.0585,74.5882
04/11/2024,April,Mannar,42.4374,99.1185
4/21/2024,April,Mannar,39.4441,118.94
05/01/2024,May,Mannar,27.0282,108.9097
05/11/2024,May,Mannar,22.8754,89.3477
5/21/2024,May,Mannar,11.5492,61.4528
06/01/2024,June,Mannar,2.0749,36.4995
06/11/2024,June,Mannar,0.0974,13.7215
6/21/2024,June,Mannar,0.1759,2.3482
07/01/2024,July,Mannar,2.8779,3.1513
07/11/2024,July,Mannar,3.4133,6.4672
7/21/2024,July,Mannar,4.1877,10.479
08/01/2024,August,Mannar,2.5928,10.1938
08/11/2024,August,Mannar,4.8897,11.6703
8/21/2024,August,Mannar,11.879,19.3615
09/01/2024,September,Mannar,35.9359,52.7046
09/11/2024,September,Mannar,33.1641,80.979
9/21/2024,September,Mannar,54.0933,123.1933
10/01/2024,Octomber,Mannar,49.8713,137.1287
10/11/2024,Octomber,Mannar,66.8262,170.7908
10/21/2024,Octomber,Mannar,91.6503,208.3477
11/01/2024,November,Mannar,120.2067,278.6831
11/11/2024,November,Mannar,110.2431,322.1
11/21/2024,November,Mannar,114.4897,344.9395
12/01/2024,December,Mannar,71.0687,295.8015
12/11/2024,December,Mannar,68.9354,254.4938
12/21/2024,December,Mannar,58.8815,198.8856
01/01/2020,January,Matale,71.9776,291.3119
01/11/2020,January,Matale,56.896,232.1448
1/21/2020,January,Matale,54.2149,183.0886
02/01/2020,February,Matale,44.0433,155.1542
02/11/2020,February,Matale,30.8139,129.0721
2/21/2020,February,Matale,26.2965,101.1537
03/01/2020,March,Matale,34.5209,91.6313
03/11/2020,March,Matale,34.3234,95.1408
3/21/2020,March,Matale,42.1443,110.9886
04/01/2020,April,Matale,52.605,129.0726
04/11/2020,April,Matale,61.6134,156.3627
4/21/2020,April,Matale,58.7423,172.9607
05/01/2020,May,Matale,64.1637,184.5194
05/11/2020,May,Matale,54.6562,177.5622
5/21/2020,May,Matale,42.2438,161.0637
06/01/2020,June,Matale,25.89,122.79
06/11/2020,June,Matale,20.3229,88.4567
6/21/2020,June,Matale,19.6592,65.8721
07/01/2020,July,Matale,22.6721,62.6542
07/11/2020,July,Matale,25.6174,67.9488
7/21/2020,July,Matale,25.2766,73.5662
08/01/2020,August,Matale,17.7537,68.6478
08/11/2020,August,Matale,29.0224,72.0527
8/21/2020,August,Matale,32.7184,79.4945
09/01/2020,September,Matale,43.6144,105.3552
09/11/2020,September,Matale,39.1259,115.4587
9/21/2020,September,Matale,63.601,146.3413
10/01/2020,Octomber,Matale,68.0174,170.7443
10/11/2020,Octomber,Matale,105.4303,237.0488
10/21/2020,Octomber,Matale,121.3697,294.8174
11/01/2020,November,Matale,111.9418,338.7418
11/11/2020,November,Matale,111.1498,344.4612
11/21/2020,November,Matale,126.5886,349.6801
12/01/2020,December,Matale,105.1075,342.8458
12/11/2020,December,Matale,116.0632,347.7592
12/21/2020,December,Matale,103.2711,324.4418
01/01/2021,January,Matale,71.9776,291.3119
01/11/2021,January,Matale,56.896,232.1448
1/21/2021,January,Matale,54.2149,183.0886
02/01/2021,February,Matale,44.0433,155.1542
02/11/2021,February,Matale,30.8139,129.0721
2/21/2021,February,Matale,26.2965,101.1537
03/01/2021,March,Matale,34.5209,91.6313
03/11/2021,March,Matale,34.3234,95.1408
3/21/2021,March,Matale,42.1443,110.9886
04/01/2021,April,Matale,52.605,129.0726
04/11/2021,April,Matale,61.6134,156.3627
4/21/2021,April,Matale,58.7423,172.9607
05/01/2021,May,Matale,64.1637,184.5194
05/11/2021,May,Matale,54.6562,177.5622
5/21/2021,May,Matale,42.2438,161.0637
06/01/2021,June,Matale,25.89,122.79
06/11/2021,June,Matale,20.3229,88.4567
6/21/2021,June,Matale,19.6592,65.8721
07/01/2021,July,Matale,22.6721,62.6542
07/11/2021,July,Matale,25.6174,67.9488
7/21/2021,July,Matale,25.2766,73.5662
08/01/2021,August,Matale,17.7537,68.6478
08/11/2021,August,Matale,29.0224,72.0527
8/21/2021,August,Matale,32.7184,79.4945
09/01/2021,September,Matale,43.6144,105.3552
09/11/2021,September,Matale,39.1259,115.4587
9/21/2021,September,Matale,63.601,146.3413
10/01/2021,Octomber,Matale,68.0174,170.7443
10/11/2021,Octomber,Matale,105.4303,237.0488
10/21/2021,Octomber,Matale,121.3697,294.8174
11/01/2021,November,Matale,111.9418,338.7418
11/11/2021,November,Matale,111.1498,344.4612
11/21/2021,November,Matale,126.5886,349.6801
12/01/2021,December,Matale,105.1075,342.8458
12/11/2021,December,Matale,116.0632,347.7592
12/21/2021,December,Matale,103.2711,324.4418
01/01/2022,January,Matale,71.9776,291.3119
01/11/2022,January,Matale,56.896,232.1448
1/21/2022,January,Matale,54.2149,183.0886
02/01/2022,February,Matale,44.0433,155.1542
02/11/2022,February,Matale,30.8139,129.0721
2/21/2022,February,Matale,26.2965,101.1537
03/01/2022,March,Matale,34.5209,91.6313
03/11/2022,March,Matale,34.3234,95.1408
3/21/2022,March,Matale,42.1443,110.9886
04/01/2022,April,Matale,52.605,129.0726
04/11/2022,April,Matale,61.6134,156.3627
4/21/2022,April,Matale,58.7423,172.9607
05/01/2022,May,Matale,64.1637,184.5194
05/11/2022,May,Matale,54.6562,177.5622
5/21/2022,May,Matale,42.2438,161.0637
06/01/2022,June,Matale,25.89,122.79
06/11/2022,June,Matale,20.3229,88.4567
6/21/2022,June,Matale,19.6592,65.8721
07/01/2022,July,Matale,22.6721,62.6542
07/11/2022,July,Matale,25.6174,67.9488
7/21/2022,July,Matale,25.2766,73.5662
08/01/2022,August,Matale,17.7537,68.6478
08/11/2022,August,Matale,29.0224,72.0527
8/21/2022,August,Matale,32.7184,79.4945
09/01/2022,September,Matale,43.6144,105.3552
09/11/2022,September,Matale,39.1259,115.4587
9/21/2022,September,Matale,63.601,146.3413
10/01/2022,Octomber,Matale,68.0174,170.7443
10/11/2022,Octomber,Matale,105.4303,237.0488
10/21/2022,Octomber,Matale,121.3697,294.8174
11/01/2022,November,Matale,111.9418,338.7418
11/11/2022,November,Matale,111.1498,344.4612
11/21/2022,November,Matale,126.5886,349.6801
12/01/2022,December,Matale,105.1075,342.8458
12/11/2022,December,Matale,116.0632,347.7592
12/21/2022,December,Matale,103.2711,324.4418
01/01/2023,January,Matale,71.9776,291.3119
01/11/2023,January,Matale,56.896,232.1448
1/21/2023,January,Matale,54.2149,183.0886
02/01/2023,February,Matale,44.0433,155.1542
02/11/2023,February,Matale,30.8139,129.0721
2/21/2023,February,Matale,26.2965,101.1537
03/01/2023,March,Matale,34.5209,91.6313
03/11/2023,March,Matale,34.3234,95.1408
3/21/2023,March,Matale,42.1443,110.9886
04/01/2023,April,Matale,52.605,129.0726
04/11/2023,April,Matale,61.6134,156.3627
4/21/2023,April,Matale,58.7423,172.9607
05/01/2023,May,Matale,64.1637,184.5194
05/11/2023,May,Matale,54.6562,177.5622
5/21/2023,May,Matale,42.2438,161.0637
06/01/2023,June,Matale,25.89,122.79
06/11/2023,June,Matale,20.3229,88.4567
6/21/2023,June,Matale,19.6592,65.8721
07/01/2023,July,Matale,22.6721,62.6542
07/11/2023,July,Matale,25.6174,67.9488
7/21/2023,July,Matale,25.2766,73.5662
08/01/2023,August,Matale,17.7537,68.6478
08/11/2023,August,Matale,29.0224,72.0527
8/21/2023,August,Matale,32.7184,79.4945
09/01/2023,September,Matale,43.6144,105.3552
09/11/2023,September,Matale,39.1259,115.4587
9/21/2023,September,Matale,63.601,146.3413
10/01/2023,Octomber,Matale,68.0174,170.7443
10/11/2023,Octomber,Matale,105.4303,237.0488
10/21/2023,Octomber,Matale,121.3697,294.8174
11/01/2023,November,Matale,111.9418,338.7418
11/11/2023,November,Matale,111.1498,344.4612
11/21/2023,November,Matale,126.5886,349.6801
12/01/2023,December,Matale,105.1075,342.8458
12/11/2023,December,Matale,116.0632,347.7592
12/21/2023,December,Matale,103.2711,324.4418
01/01/2024,January,Matale,71.9776,291.3119
01/11/2024,January,Matale,56.896,232.1448
1/21/2024,January,Matale,54.2149,183.0886
02/01/2024,February,Matale,44.0433,155.1542
02/11/2024,February,Matale,30.8139,129.0721
2/21/2024,February,Matale,26.2965,101.1537
03/01/2024,March,Matale,34.5209,91.6313
03/11/2024,March,Matale,34.3234,95.1408
3/21/2024,March,Matale,42.1443,110.9886
04/01/2024,April,Matale,52.605,129.0726
04/11/2024,April,Matale,61.6134,156.3627
4/21/2024,April,Matale,58.7423,172.9607
05/01/2024,May,Matale,64.1637,184.5194
05/11/2024,May,Matale,54.6562,177.5622
5/21/2024,May,Matale,42.2438,161.0637
06/01/2024,June,Matale,25.89,122.79
06/11/2024,June,Matale,20.3229,88.4567
6/21/2024,June,Matale,19.6592,65.8721
07/01/2024,July,Matale,22.6721,62.6542
07/11/2024,July,Matale,25.6174,67.9488
7/21/2024,July,Matale,25.2766,73.5662
08/01/2024,August,Matale,17.7537,68.6478
08/11/2024,August,Matale,29.0224,72.0527
8/21/2024,August,Matale,32.7184,79.4945
09/01/2024,September,Matale,43.6144,105.3552
09/11/2024,September,Matale,39.1259,115.4587
9/21/2024,September,Matale,63.601,146.3413
10/01/2024,Octomber,Matale,68.0174,170.7443
10/11/2024,Octomber,Matale,105.4303,237.0488
10/21/2024,Octomber,Matale,121.3697,294.8174
11/01/2024,November,Matale,111.9418,338.7418
11/11/2024,November,Matale,111.1498,344.4612
11/21/2024,November,Matale,126.5886,349.6801
12/01/2024,December,Matale,105.1075,342.8458
12/11/2024,December,Matale,116.0632,347.7592
12/21/2024,December,Matale,103.2711,324.4418
01/01/2020,January,Jaffna,33.5,159.3161
01/11/2020,January,Jaffna,19.4161,106.271
1/21/2020,January,Jaffna,21.5871,74.5032
02/01/2020,February,Jaffna,12.3806,53.3839
02/11/2020,February,Jaffna,9.029,42.9968
2/21/2020,February,Jaffna,6.157,27.5667
03/01/2020,March,Jaffna,8.8452,24.0312
03/11/2020,March,Jaffna,6.4785,21.4806
3/21/2020,March,Jaffna,7.2269,22.5505
04/01/2020,April,Jaffna,16.0065,29.7118
04/11/2020,April,Jaffna,22.5452,45.7785
4/21/2020,April,Jaffna,17.2742,55.8258
05/01/2020,May,Jaffna,15.5247,55.3441
05/11/2020,May,Jaffna,13.4957,46.2946
5/21/2020,May,Jaffna,7.4624,36.4828
06/01/2020,June,Jaffna,1.2172,22.1753
06/11/2020,June,Jaffna,0,8.6796
6/21/2020,June,Jaffna,0,1.2172
07/01/2020,July,Jaffna,0,0
07/11/2020,July,Jaffna,0,0
7/21/2020,July,Jaffna,0.4796,0.4796
08/01/2020,August,Jaffna,3.5172,3.9968
08/11/2020,August,Jaffna,4.6688,8.6656
8/21/2020,August,Jaffna,5.9086,14.0946
09/01/2020,September,Jaffna,5.0989,15.6763
09/11/2020,September,Jaffna,5.3688,16.3763
9/21/2020,September,Jaffna,17.9333,28.4011
10/01/2020,Octomber,Jaffna,45.1118,68.414
10/11/2020,Octomber,Jaffna,64.1527,127.1978
10/21/2020,Octomber,Jaffna,110.1054,219.3699
11/01/2020,November,Jaffna,156.9376,331.1957
11/11/2020,November,Jaffna,140.0441,407.0871
11/21/2020,November,Jaffna,147.8333,444.8151
12/01/2020,December,Jaffna,95.2462,383.1237
12/11/2020,December,Jaffna,72.4613,315.5409
12/21/2020,December,Jaffna,53.3548,221.0624
01/01/2021,January,Jaffna,33.5,159.3161
01/11/2021,January,Jaffna,19.4161,106.271
1/21/2021,January,Jaffna,21.5871,74.5032
02/01/2021,February,Jaffna,12.3806,53.3839
02/11/2021,February,Jaffna,9.029,42.9968
2/21/2021,February,Jaffna,6.157,27.5667
03/01/2021,March,Jaffna,8.8452,24.0312
03/11/2021,March,Jaffna,6.4785,21.4806
3/21/2021,March,Jaffna,7.2269,22.5505
04/01/2021,April,Jaffna,16.0065,29.7118
04/11/2021,April,Jaffna,22.5452,45.7785
4/21/2021,April,Jaffna,17.2742,55.8258
